tidy_tweet,Sentiment
Would you like to disappear with me   Maybe then they ll realize what they should have cared about  ,Positive
I figured maybe it would be better if I just disappered   I guess that s all I ve been thinking about lately  ,Positive
What s your excuse ,Positive
I ve just been a little sick ,Negative
No  these are for a head ache ,Negative
No thanks  I m not hungry ,Positive
Maybe I like being fucked up ,Negative
It s like there s this blackness that follows me everywhere I go   and sometimes I can escape   but it always finds me again ,Positive
You could be empty  I could be right here empty with you ,Negative
Let s pretend that I m not dead  it s only in your head ,Positive
It s funny  I m not scared of dying   I m just scared of everything else ,Positive
I m as dead as I can be with a heartbeat,Negative
I don t need him  I can do it without him  He can t teach me anything  He doesn t deserve to be in my life   Why didn t he want me ,Negative
So lay me down in the field  and put me under the trees in the tall grass  where they won t find me  enjoying silence and peace,Positive
Sooner or later in life the things you love you lose ,Positive
How can I say I love you back  you never made me happy ,Positive
If you want to say goodbye to everything I could say goodbye too ,Positive
Why do I need to stay for the happiness of others  No one ever stayed for the happiness of me  Just let me go ,Positive
It s easier to go,Positive
You make me want to forget,Negative
It makes no difference if I throw it away,Negative
There was no other way  You know I tried ,Negative
I knew you could never love me  I had so much sorrow inside you could never reach ,Negative
In a year they won t even speak my name  Like I was never here  Like nothing ever changed ,Positive
Sold my soul to stop the pain,Negative
Go ahead and take your life if you feel like taking mine ,Positive
I m not kissing you goodbye,Negative
Remorse is hard to fake when you re only sorry for yourself,Negative
If we cut out the bad then we d have nothing left,Negative
I still want to believe you re saving one last dance for me,Positive
I tried so hard to stay,Negative
 I like to think it is ,Positive
I ll be dead before the day is done,Negative
 I kinda don t give a shit what you retweet  like  or post  Like I said  it was advice  I m just trying to help ,Positive
 nothing applies to everyone  but I m guessing it applies to you since you took the defence real quick ,Positive
May delete this account  Just a warning if it happens suddenly  But thanks to all of you for support through this dark time in my life ,Positive
Free and young and we can feel none of it ,Positive
Streaming eso on twitch  Follow for fun times  https   t co zGHet pJDk,Positive
If loving you is the medicine then why do you hurt so much,Positive
 I m no good to no one  You d do best to forget me    before you regret me  ,Negative
You have to feel pain to know what love is ,Positive
Trust me  https   t co dZqW vXm  ,Positive
 And the first thing that you want will be the last thing you ll ever need  ,Positive
Just remember  You have to be alone to know how good together feels ,Positive
Everyone cares what people think  But we don t want to care  pretend like we never cared  And that is where the problem lies ,Negative
I ve never understood how people could believe me when I say I m fine  I m so obviously not okay ,Negative
Yeah  Exactly  https   t co IiG MAd bB,Positive
Honestly  https   t co  VfQ QzJeK,Positive
I don t even know what it means to be okay anymore ,Positive
Sometimes life is just shit and I ve never known how to deal with that ,Negative
Rest in peace  professor  My heart is broken from his passing  https   t co XjgKB Ae P,Positive
 We re choosing the path between the stars  I ll leave my love between the stars     David Bowie   Rest in peace  fearless ,Positive
 It s harder than you think to believe this sadness  It creeps up my spine and haunts me through the night  ,Negative
 When you just can t shake the heavy weight of living  ,Positive
I just want someone to remember me  ,Positive
Beautiful and strange ,Positive
 But oh my love don t forget me when I let the water take me ,Positive
 glad you did ,Positive
Looking back  all I can think is that      was just another year wasted on people who never gave a fuck about me  Here s to moving on ,Negative
 Oh how wrong we were to think that immortality meant never dying  ,Negative
I ve probably said  I m fine          times  but I haven t meant it once ,Positive
Disappear with me,Negative
 Oh darling  I know that I m not needed ,Positive
 Playing with fire  You know you re gonna hurt somebody tonight ,Negative
Please read  https   t co zG muzAk F,Positive
I think it s time for me to move onto a new chapter of my life  Thanks for being there  And remember  it always gets better  I promise ,Positive
I wish Disney hadn t given me such high expectations of men   I ve been so unprepared for all of this heartbreak ,Negative
I want to be alone  I don t want to talk to anyone    so why is everyone still asking me if I m okay  YOU are the reason I m not okay ,Positive
Oct     Finally  the day where everyone is pretending to be someone else Nov    ditto,Positive
I m a disappointment to you  The sad part is that you don t know it yet   you refuse to see the mess I am  I love you for that ,Negative
 it is true for you  Trust me ,Positive
He was beautiful and full of life  He was everything I did right  I d do anything to save that light  That s why tonight I ll take my life ,Positive
I m such a stupid  stupid girl ,Negative
 I m just saying  You don t know what it s like to not have a dad until you don t have a dad  By then it s too late to say sorry  ,Positive
 no it s not ,Negative
All I know is that I love you   that s why I have to let you go ,Positive
  how do you love something as broken as me ,Positive
I know you can t save me   but I m going to let you try ,Negative
And if you re warm  then you can t relate to me ,Positive
My room is a reflection of my mind right now    a complete fucking mess ,Negative
Maybe if I were prettier you could love me  ,Positive
I wish I were stronger ,Positive
Have you ever wanted to disappear ,Negative
You re a nightmare dressed like a daydream ,Positive
Every night she dreamed of paradise ,Positive
I m so fucking lost ,Negative
There s no getting away when you re running from the past,Negative
You deserve to be loved and you deserve what you are given ,Positive
If you could just forgive yourself  ,Positive
I don t know how I don t just stand outside and scream,Negative
Beautifully disfigured,Positive
Be good with goodbyes,Positive
  pathetic cries for help    trigger warning https   t co  fMK  sOq ,Negative
Would you like to disappear with me   Maybe then they ll realize what they should have cared about  ,Positive
I figured maybe it would be better if I just disappered   I guess that s all I ve been thinking about lately  ,Positive
What s your excuse ,Positive
I ve just been a little sick ,Negative
No  these are for a head ache ,Negative
No thanks  I m not hungry ,Positive
Maybe I like being fucked up ,Negative
It s like there s this blackness that follows me everywhere I go   and sometimes I can escape   but it always finds me again ,Positive
You could be empty  I could be right here empty with you ,Negative
Let s pretend that I m not dead  it s only in your head ,Positive
It s funny  I m not scared of dying   I m just scared of everything else ,Positive
I m as dead as I can be with a heartbeat,Negative
I don t need him  I can do it without him  He can t teach me anything  He doesn t deserve to be in my life   Why didn t he want me ,Negative
So lay me down in the field  and put me under the trees in the tall grass  where they won t find me  enjoying silence and peace,Positive
Sooner or later in life the things you love you lose ,Positive
How can I say I love you back  you never made me happy ,Positive
If you want to say goodbye to everything I could say goodbye too ,Positive
Why do I need to stay for the happiness of others  No one ever stayed for the happiness of me  Just let me go ,Positive
It s easier to go,Positive
You make me want to forget,Negative
It makes no difference if I throw it away,Negative
There was no other way  You know I tried ,Negative
I knew you could never love me  I had so much sorrow inside you could never reach ,Negative
In a year they won t even speak my name  Like I was never here  Like nothing ever changed ,Positive
Sold my soul to stop the pain,Negative
Go ahead and take your life if you feel like taking mine ,Positive
I m not kissing you goodbye,Negative
Remorse is hard to fake when you re only sorry for yourself,Negative
If we cut out the bad then we d have nothing left,Negative
I still want to believe you re saving one last dance for me,Positive
I tried so hard to stay,Negative
 I like to think it is ,Positive
I ll be dead before the day is done,Negative
 I kinda don t give a shit what you retweet  like  or post  Like I said  it was advice  I m just trying to help ,Positive
 nothing applies to everyone  but I m guessing it applies to you since you took the defence real quick ,Positive
May delete this account  Just a warning if it happens suddenly  But thanks to all of you for support through this dark time in my life ,Positive
Free and young and we can feel none of it ,Positive
Streaming eso on twitch  Follow for fun times  https   t co zGHet pJDk,Positive
If loving you is the medicine then why do you hurt so much,Positive
 I m no good to no one  You d do best to forget me    before you regret me  ,Negative
You have to feel pain to know what love is ,Positive
Trust me  https   t co dZqW vXm  ,Positive
 And the first thing that you want will be the last thing you ll ever need  ,Positive
Just remember  You have to be alone to know how good together feels ,Positive
Everyone cares what people think  But we don t want to care  pretend like we never cared  And that is where the problem lies ,Negative
I ve never understood how people could believe me when I say I m fine  I m so obviously not okay ,Negative
Yeah  Exactly  https   t co IiG MAd bB,Positive
Honestly  https   t co  VfQ QzJeK,Positive
I don t even know what it means to be okay anymore ,Positive
Sometimes life is just shit and I ve never known how to deal with that ,Negative
Rest in peace  professor  My heart is broken from his passing  https   t co XjgKB Ae P,Positive
 We re choosing the path between the stars  I ll leave my love between the stars     David Bowie   Rest in peace  fearless ,Positive
 It s harder than you think to believe this sadness  It creeps up my spine and haunts me through the night  ,Negative
 When you just can t shake the heavy weight of living  ,Positive
I just want someone to remember me  ,Positive
Beautiful and strange ,Positive
 But oh my love don t forget me when I let the water take me ,Positive
 glad you did ,Positive
Looking back  all I can think is that      was just another year wasted on people who never gave a fuck about me  Here s to moving on ,Negative
 Oh how wrong we were to think that immortality meant never dying  ,Negative
I ve probably said  I m fine          times  but I haven t meant it once ,Positive
Disappear with me,Negative
 Oh darling  I know that I m not needed ,Positive
 Playing with fire  You know you re gonna hurt somebody tonight ,Negative
Life is the problem  Death is the solution ,Negative
Help https   t co  BjcGipKcP,Positive
You re like a song stuck in my head  but I hate the lyrics ,Negative
I don t feel like I m feeling anything at all https   t co mLTD LHGoO,Negative
I don t want you  I never did  So why is it I still need you ,Negative
I long for that feeling when my eyes become as heavy as my heart ,Positive
I just want to watch anime and be sad for a while  ,Negative
 I wanna dream  Leave me to dream  ,Positive
I really don t want to do this anymore  ,Negative
No reason to stay  every reason to go ,Negative
 If you love me let me go ,Positive
After a while   it doesn t even feel like pain ,Negative
It s funny how if I died today  everyone would assume it was a suicide  but no one does anything about that  ,Negative
Trigger warning  https   t co  VR BgjtqQ,Negative
 Gaze into the abyss and the abyss will gaze back at you  He s looked into the darkness for so long I don t think he can look away ,Negative
 I m not calling you a ghost  Just stop haunting me  ,Negative
 And I love you so much I m gonna let you kill me  ,Negative
Sleep is the only escape  Eternal sleep ,Positive
I feel like I m waiting for something that will never happen ,Positive
 How to fight lonliness  Smile all the time  Shine your teeth to meaningless and sharpen them with lies  ,Negative
It frightens me that the world could suddenly come to an end  then it calms me to know that none of this could ever really matter ,Positive
You can t tell me I can choose to be happy when I never chose to be depressed  Depression is not a choice  #depression,Negative
 Praying to god you don t feel this pain ,Positive
 She s been wishing up the stars that shine so bright for answers to questions that will haunt her tonight ,Positive
 I see a line of cars and they re all painted black with flowers and my love both never to come back  ,Positive
I hope my memory haunts your dreams ,Positive
Honestly what do you want from me  ,Positive
Here s my cat and a pancake if you re feeling bad today  https   t co  b yikpSLR,Negative
I hope it s okay if I m not okay tonight ,Positive
I have this heavy sadness that always drags me down  I swear that it s so heavy  it puts me in the ground ,Negative
 Things just get so crazy living life gets hard to do ,Negative
 Things like that don t happen to people like me   ,Positive
I don t think things happen for a reason  I think things just happen  But the only things that happen to me are the bad ones ,Negative
I don t remember what I looked like without scars,Positive
I just want one long  eternal  moment of peace and quiet ,Positive
You know that moment right before you cry  when your throat tightens and your eyes to fill with tears but you suck it up and try to forget ,Negative
You are the reason I stopped believing in second chances ,Negative
Stop telling me what to do like you really give a fuck if I succeed or fail ,Negative
Why do we fall for the ones who would never love us back ,Negative
RT   Help support #AntiBullyingWeek  amp  #DitchtheLabel with a Tweet or Facebook post  Here s how  https   t co lnzEhOuXhe https ,Positive
My secrets are killing me,Negative
I forgive you  I don t want anger to be the last feeling I feel ,Positive
 Please don t turn your back ,Positive
 I can t stand another fight and nothings alright ,Positive
 All the days you spent with me now seem so far away and it feels like you don t care anymore  ,Negative
 Cause we lost it all  Nothing lasts forever  I m sorry I can t be perfect ,Negative
 I can t pretend that I m alright  ,Positive
 I just wanna make you proud  I ll never be good enough for you ,Positive
 But it hurts when you disapprove all along ,Negative
 Now it s just too late and we can t go back  I m sorry I can t be perfect  ,Negative
 Oh  look what you ve done  you ve made a fool of everyone  Oh  well it seems like such fun until you lose what you had won ,Positive
I love you  but I hate me  ,Negative
 See I ve already waited too long  and all my hope is gone ,Positive
 And you go home and you cry and you want to die ,Negative
 I am human and I need to be loved just like everybody else does ,Positive
I m so scared to tell you my secrets   all the damage they d cause  ,Negative
 And I swear that I m dying  slowly but it s happening ,Negative
 Because if I can t learn to make myself feel better how can I expect anyone else to give a shit  ,Positive
 I fell for the promise of a life with a purpose  but I know that s impossible now ,Positive
You wouldn t believe the shit I do to myself just to kill the pain ,Negative
I wish there was an easier way,Positive
Ever just broke down and cried and you have no idea why ,Negative
How can you love someone so damaged ,Positive
I miss those moments when I could smile  I mean actually smile ,Positive
I m not sure how to explain the emptiness I feel inside  I m not sure anyone even cares to know how terrible it feels ,Negative
Not even these pills will take my pain away  ,Negative
What s the point in talking to you  It s all just lies ,Negative
Everything is a fucking mess ,Negative
I really don t see any reason to continue  It s not like the world would notice No one even cares  what s the point of suffering for nothing,Negative
It would be so easy to just end it all   I mean   what s stopping me ,Positive
These thoughts get so much worse at night  ,Negative
I m tired  The kind of tired that doesn t go away with sleep  The kind of tired that makes you wish for death ,Negative
I wonder what they ll say when I m gone  That they love me  miss me  It s funny how my phone is dead silent right now ,Positive
Don t worry  You don t have to explain why you can t love me  I can t love me either ,Negative
Why are the most painful memories the ones that always stick ,Negative
I mean  let s face it  We all know what s coming  We all know what I m going to do  You re just choosing to ignore it ,Negative
 I just don t wanna miss you tonight ,Positive
I hate what the drugs do to me  but it s the only thing I can run to that will always be there for me  This isn t an addiction  This is love,Positive
Nothing fucking matters ,Positive
Have you ever broken down over something stupid that happened months or even years ago  No  Then you have no idea what anxiety is ,Negative
I don t think I can stop myself this time ,Positive
Why did everything have to get so screwed up  What am I doing wrong  I don t know how to fix this  I m so done with everything ,Negative
I m so stuck in the past  I have no hope for a future ,Negative
I know I m good at faking happy   but honestly how have you not noticed this change in me   are you that blind or do you just not care ,Negative
If it weren t for the drugs  the booze  the meaningless sex   I d have killed myself ages ago ,Negative
 You said you hate my suffering  you understood and you d take care of me  you d always be there   well where are you now  ,Negative
I don t remember when this dream became a nightmare  I m just ready to wake up  ,Positive
I wish I could wake up with amnesia in some new place and just start all over  never having to remember all of the pain you ve caused ,Negative
I know I m a fuck up  You don t have to keep telling me  I know ,Negative
Maybe if I were skinny or pretty someone would notice me  ,Positive
I want my last words to be beautiful  so I ll say your name ,Positive
Do you ever just sit and cry over all of the things you ll never accomplish because you know deep down you won t live long enough to do them,Negative
If I do this  you ll never have to worry about me again  You ll never have to yell at me or buy me anything anymore  I m doing this for you ,Positive
I keep nodding off   Maybe it s just my body s way of telling me that these thoughts are killing me and I need a break  See you in dreamland,Negative
I know I shouldn t do this  I know it will hurt everyone around me  but these thoughts are so demanding and loud  It s far too tempting ,Negative
By next Xmas they d have forgotten all about me   they wouldn t hurt for long   but i do hope I d cross their minds from time to time,Positive
I think it s the weather that s getting to me   seeing everything slowly die and be swept away by wind makes death seem so magical ,Negative
The next time I say I m cold  I hope it s because I m bleeding out on the bathroom floor ,Positive
I know my mind is so so fucked up  but if you had to go through all the shit I ve been through  see the things I ve seen  yours would be too,Positive
My dad committed suicide when I was    He s been gone for about    yrs I wanted to be a daddy s girl so bad  so I ll follow in his footsteps,Negative
Frankly  the only reason I haven t attempted suicide today is the fear of waking up again   how fucked up is that ,Negative
Everyone thinks suicide is selfish  It s not  It s the most pure and selfless act to decide you are the problem  and then eliminate it ,Negative
I wish there were a better way  If it hurts you  I m sorry  but I don t exactly see you trying to stop me   so maybe you want me gone too  ,Negative
I hate when people call suicide  the easy way out   but I ve been trying other options for years and years  It s now my only way out  ,Negative
Why are you always so vengeful  I hurt you  you hurt me  It was an endless cycle until now  I m done hurting you  Now I only hurt me ,Negative
RT   Suicide https   t co O rS DMrFF,Negative
I know the disappointment in waking up in a hospital  the shame of explaining why  But I ve learned from my mistakes  This plan is flawless ,Negative
Being suicidal is like being normal  only when you re suicidal no one gives a fuck until you ve tied that noose around your neck and jumped ,Negative
I ve always been there for you  always  You couldn t have picked up your phone one last time  You ll regret that when you see what I ve done,Negative
I could stay in this bed forever  falling in and out of the deepest sleep you ll ever know   no don t call the hospital  Just let me sleep ,Negative
Blame the clouds  They started crying first   I was just joining in their symphony of sadness ,Negative
If i had died last night  if I never woke up again  would you regret every nasty thing you made me believe about myself  Would you even care,Negative
Good morning to the new additions to my wrist  Good morning breakfast   I ll eat later   Good morning empty pill bottles  What went wrong ,Positive
It d be nice if  just for today  you could leave me alone and stop pretending you give a fuck about me when you don t know my name ,Negative
I love the colder months  No one questions my long sleeves    oh but they should ,Positive
I want the old me back   but you ruined me   it s like ever thing you did was to destroy me and you did a damn good job of that  didn t you ,Negative
I  love that place in between sleep and awake  Where dreaming is still reality and there s no memories of you to haunt me  There I m happy ,Positive
You ever wake up and wish you hadn t ,Positive
Hey you  I see you sad  confused  hurt  and alone  But you don t have to be alone  I m here for you no matter what   just a reminder ,Negative
Just proof that wounds heal and scars fade    years without cutting  If I can do it  so can you  https   t co DJDNXhq  y,Positive
I m going to sleep and hoping I never wake up ,Positive
I just want to be done with this shit show you call life ,Negative
There s just something about the still darkness of dreamless sleep ,Negative
It s like my heart begs to stop beating ,Negative
Maybe it s all the pills I ate but tomorrow is looking great ,Positive
I ve finally stopped and smelled the roses  They look lovely on my grave  Thank you all for coming here  Isn t suicide just all the rave ,Positive
I m sorry I was never good enough  I m sorry I can t be the person people want me to be  I m sorry that I m doing this to you ,Negative
I don t care when people talk bad about me anymore because whatever they say isn t half as bad as what say to sing myself to sleep ,Negative
Your love is always conditioned  You only love me when it s convenient for you   am I not worth the effort ,Positive
I know there s something wrong with me and I m okay with that   I wish you were too ,Positive
Sometimes I wonder if I ve already died and this is my hell ,Negative
I think the worst part about being alone in my bed right now is knowing that you re not alone in yours ,Negative
Please just make it all go away,Positive
 I m sorry about the phone call and needing you  Some decisions you don t make ,Negative
I can believe that you loved me once  but then you really got to know me   and I was alone again ,Negative
I m trying  you know  But you can only pick yourself up so many times   I can t do this again  I m not that strong ,Negative
 It s like breathing but not wanting to there s just some things you can t fake ,Positive
They d never even notice if my desk were empty tomorrow ,Negative
I m so insignificant ,Negative
If I stood on top of a building would you catch me if I fell for you ,Positive
Maybe I want you to hurt me  Maybe I need the excuse ,Negative
You ve lied to me so much   why do I still want to believe you ,Negative
If you knew how I felt you wouldn t be telling me everything is going to be okay  Because in my world nothing is ever okay ,Positive
You ll miss me one day ,Negative
The words  are you okay  always make me want to cry   but i don t cry  I just put on my biggest  brightest smile and say  I m fine ,Positive
There s no such thing as happy endings    it s all just shit til we die  And that s probably shit too ,Negative
I honestly want to live    but not like this ,Positive
You ever have that moment where you finally put down that razor and regret that you didn t push down harder so it would just end already ,Negative
 This will be my last confession  I love you  never felt like any blessing  ,Positive
What the fuck am I doing   ,Negative
There s these thoughts in my head that I can t get out  They scare me and they d terrify you ,Negative
Could you just please stop asking what s wrong with me  Because I have no fucking clue,Negative
You hurt me   so I hurt me too ,Negative
Looking for heaven found the devil in me,Negative
Fuck today,Negative
I m just a fucked up girl looking for my own peace of mind ,Negative
I want to be the person that everyone else thinks I am  ,Positive
Scared to go to sleep  terrified to wake up,Negative
I m tired of being told to be happy  cheer up   but never told how to do it ,Positive
Why do people think they can make up for every bad thing they ve ever done to you by doing one good thing  That s not how it works ,Negative
RT    Even monsters feel pain  Sometimes they even cry  ,Negative
I m kind of like a star  You can see me  I m shining  but I m so far away that you can t tell that I m already dead ,Negative
RT   I can t decide whether I m a bad person or not ,Negative
Why couldn t I be pretty ,Negative
I feel like I m torn into pieces that don t fit together anymore ,Negative
Everyday gets a little harder   every breath gets a little shorter   every cut gets a little deeper #depression #selfharm,Negative
This Halloween    I want to be a real ghost ,Negative
It s so easy to let go once you realize you never had anything to hold,Positive
One day you ll be sorry for everything you ve done to me   for everything you didn t do,Negative
I don t want your future  I don t need your past ,Negative
What is wrong with me  ,Negative
I am so broken,Negative
Kids just love to tease  Who knew it d put me underground at seventeen #suicidequotes,Positive
It s okay  D fans    it s okay  #ZaynWillAlwaysBeAPartOf D,Positive
 I m very well  Thanks for asking  How are you ,Positive
 I m honestly not sure,Positive
 sure,Positive
Thanks  for this pic #DepressionQuotes http   t co  Fql sZNWW,Positive
Thanks  for this pic #DepressionQuotes http   t co HeWJGb dDe,Positive
I spend a lot of my time being very  very scared for all of you ,Negative
Let s end domestic violence and sexual assault  http   t co WgdWigQSmn,Negative
What a beautiful necklace http   t co LfYCkkTwLb,Positive
 the center cannot hold  my journey through madness by elyn saks,Negative
 I m not a medical professional but that sounds like a serious problem  You should get that checked out ,Negative
Everyone has gone to bed and now I m left alone with all of these very bad thoughts   #suicidalthoughts #suicidequotes,Negative
 that s kinda fucked up  Don t ever love anyone that much,Negative
  I care about you as well   If you need help I m here to talk,Positive
Tell me what you want to do before you die  #beforeidie I want to save a life  http   t co W H GhvpLH,Positive
If I haven t followed back let me know  I m always here to help ,Positive
Which is harder   Putting the gun to your head or putting it back down #suicidequotes,Negative
 no prob,Negative
Every    seconds someone is wondering why no one cares #suicidequotes http   t co uu n PRwmy,Positive
it hurts so much when you can feel yourself becoming less and less important to the person who means the most to you  ,Negative
do you ever feel ok but your sad at the same time you just want to talk to someone and hug them but you feel annoying so you just stay quiet,Negative
you re so afraid to tell people how you feel because you fear rejection  so you bury it deep inside yourself where it only destroys you more,Negative
It s not the future that you re afraid of  It s repeating the past that scares you  ,Negative
Because of all you guys  you mean so much to me n i love each n every one of you  Could nt of done it without you s  https   t co RvqvWN  yY,Positive
Love me when I m most unlovable because that s when I need it the most ,Positive
she might be laughing but deep inside she s hurting  she s trying to get her mind off things that make her upset by pretending to be fine ,Negative
You can t just say to someone  just get over it  when you have no idea what they re going through ,Negative
Please don t let insecurity ruin the beauty you were born with ,Positive
Haters don t really hate you  They hate themselves because you re a reflection of what they wish to be ,Positive
So many people say their against bullying  but in reality  they cause most of it ,Negative
do you ever just sit there and realize that you mean nothing to anyone and you start feeling like shit and unwanted ,Negative
There come s a point where you just dont care anymore  I m there ,Negative
It s not the song that makes you emotional  it s the people and things that come to your mind when you hear it ,Positive
Do you ever just sit there and realize that you mean nothing to anyone and you start feeling like shit and unwanted ,Negative
Not telling me something because you  don t want to upset me  is probably the best way to upset me,Positive
Silence is the most powerful scream ,Positive
Never feel sad over someone who gave up on you  feel sorry for them because they gave up on someone who would have never given up on them ,Negative
Don t get upset when someone starts putting you down  They re only doing it because they re unhappy with themselves ,Negative
the worst type of crying is at night  when everyone s asleep and you have to control it with your hand over your mouth to not make a sound ,Negative
No one will ever care like I did  I promise you that ,Positive
how many times have you told someone that you re fine while you were sitting there  crying in your room ,Negative
every time i get close to someone  they let me down  and each time it gets harder to pretend i don t care ,Negative
she pretends like nothing happened because she wants people to see how strong she is  only she knows how painful and emotional she really is,Positive
Wenger s Top Signings   https   t co CBfpXaagaT https   t co Y  nvtrpMB,Positive
Im so addicted to twitter NO POWER FOR    HOURS  I really must get a life ,Negative
Once you ve been hurt once  you get scared to get attached again because you think everyone you love afterwards will hurt you ,Negative
i hate when people first meet me and they re like  you re so quiet  like seriously i don t even know you so what am i supposed to talk about,Negative
realizing how alone you really are is one of the worst feelings ever ,Negative
Sometimes  when you see a person cry it s better not to ask why  Sometimes they just need a hug and letting them know you re there for them ,Positive
H O P E  Hold On Pain Ends ,Negative
Sometimes you just need to distance yourself from people  If they care  they ll notice  If they don t  you know where you stand ,Positive
Retweet if you ever feel  like you re never wanted ,Positive
It s really sad that we can find thousands of people on twitter who feel the same way we do  But in everyday life we have no one ,Negative
I act like I m fine  and everyone thinks I m okay  but when the lights are off and I m all alone  that s when the tears start to fall ,Negative
she might be laughing but deep inside she s hurting  she s trying to get her mind off things that make her upset by pretending to be fine ,Negative
have you ever been so sad that it physically hurts ,Negative
It s the sad truth that the ones closest to us are the ones who cause the most pain ,Negative
My Feelings  Oh  don t worry about those  nobody else does ,Positive
I m pretty sure by now  tired  is just part of my personality description ,Positive
i don t really know where i stand in some people s lives    one minute they treat me like i m someone special  then nothing the next ,Positive
Be thankful you re still breathing  because someone out there just took their last breath ,Positive
The nicest people are nice because they know what it s like to be hurt the most ,Positive
i m sensitive  i over think every little thing  and i care way too much ,Positive
I miss you  but I know you don t care ,Negative
Sometimes you just need to distance yourself from people  If they care  they will notice  If they don t  you know where you stand ,Positive
People think they know you  They think they know how you re handling a situation  But the truth is no one knows ,Positive
The Most Beautiful Cities In The World   https   t co Uak  jLt   https   t co hXT tebSHd,Positive
Ridiculous Phrases Men Use to Break Up with Women   https   t co  EyHkscBa  https   t co pG svaksGI,Negative
she pretends like nothing happened because she wants people to see how strong she is  only she knows how painful and emotional she really is,Positive
i m so afraid of opening up to people  because everyone that i ever opened up to either judged or left and so i d much rather be left alone ,Negative
You say you don t care  but your eyes tell a different story ,Negative
you re so afraid to tell people how you really feel because it will destroy them  so you buryit deep inside yourself where it destroys you  ,Negative
Hi guys took time of twitter  had a death in the family Thankyu   every  who sent me loving n supportive tweets Im  https   t co aX p DES P,Positive
What others think about you is not important  What you think about yourself means everything ,Negative
the worst type of crying is the silent one  the one where you have to hold your breath and grab your stomach to keep quiet ,Negative
sometimes when we say  i m okay   we want somebody to look at us and say   i know you re not  ,Positive
It s better to be hurt with the truth  than to be comforted with a lie ,Positive
Why do people feel obligated to tell you that they dont like you  Why cant people keep things to themselves ,Negative
The worst feelings is pretending you don t care about something  when really it s all you seem to think about ,Negative
i dont think anyone could ever criticize me more severly than the way i viciously criticize myself ,Negative
I don t show the real me on twitter i have to make out i m fine i m strong so i can help others  But i struggle daily amp lt  ,Positive
do you ever have one of those days where nothing goes wrong but you feel like you hate the world an you just feel like breaking down and cry,Negative
Again let the trolls break me  there lives must be so sad to spend their time trolling and bullying people  It has made me stronger  cont ,Negative
I m sorry that i m so complicated and mess everything up ,Negative
Some of us have gone through a lot  Some of us have a lot of scars from battles we have won  But that doesn t mean you re worthless ,Positive
Just because you say  No offense  doesn t make your statement any less offensive ,Negative
Everyone struggles with something Some are just better at hiding it ,Negative
Don t tell someone with depression to  just be happy   You wouldn t throw someone who can t swim in the ocean and tell them to not drown ,Negative
Twitter is the only place you don t have to say  I m fine  because everyone on here knows you aren t ,Positive
There comes a point in your life when your realize who really matters  who never did  and who always will ,Positive
Top Balds In Soccer History   https   t co D XMQsSAz  https   t co VMxDLtX C ,Positive
the saddest people try their best to make people happy they know what it s like to feel worthless  amp amp  they dont w  https   t co  X  Nt aUM,Positive
We are all addicted to something that takes the pain away ,Negative
do you ever feel physically sick because you know you re not good enough for anyone and can t do anything right  no matter how hard you try ,Negative
Have you ever been so sad that you can t even cry you just sit there and think about how sad you are ,Negative
Many people will love you for what you have  but only few of them will love you for who you are ,Positive
have you ever been so sad that it physically hurts ,Negative
People get so used to hearing lies that the truth doesn t even seem real anymore ,Negative
I don t know if i m getting better or just used to the pain ,Negative
Nobody really gets me or understands me  It hurts emotionally and physically ,Negative
Don t feel sad over someone who gave up on you  feel sorry for them because they gave up on someone who would have never given up on them ,Positive
i wish someone was afraid to lose me i m always scared of losing people that i love but i doubt anyone would fight to keep me in their life ,Negative
I m going to smile like nothing is wrong  talk like everything is perfect  act like i m fine  and pretend like it s not hurting me ,Positive
I cant believe the anons that sent me hate n said i faked my death didnt know this was crakkmeup   i told all of u i was changin my username,Negative
Why do people say suicide is for attention  How would attention be of any good to them if they aren t living anymore ,Negative
typing  haha  when you can t even smile  acting like you re happy when all you want to do is cry  tell everyone you re okay when you re  not,Positive
do you ever feel ok but your sad at the same time you just want to talk to someone and hug them but you feel annoying so you just stay quiet,Negative
the worst thing is when you re super excited to talk to someone and they just brush you off and you realise they don t care at all  it sucks,Negative
Hope you all have a wonderfull Wednesday   hope you all have a reason to smile today amp lt  ,Positive
Even though I saw it coming  It still hurts ,Negative
I hate hearing something that absolutely kills you inside and having to act like you don t care ,Negative
The strongest people are the ones who have been through so much  didn t back down  and are standing tall to help others through it ,Positive
My feelings confuse me sometimes ,Negative
just because someone looks happy doesnt mean they are because even a white rose has a black shadow ,Positive
No one ever seems to be scared of losing me ,Negative
we hide behind a fake smile to mask the pain but sometimes we wish someone would look closely enough and see how broken we really are inside,Negative
Just when the wounds are almost healed  somebody comes along and tears them wide open again  forcing you to feel the pain again ,Negative
Never underestimate the pain of a person because the truth is  everyone is struggling  Some people hide it better than others ,Negative
Sometimes it s better to keep silent than to tell others how you feel because it hurts knowing they can hear you  but not understand you ,Negative
depression is living in a body that fights to survive with a mind that tries to die ,Negative
Sometimes  the people who are thousands of miles away make you feel better than the ones right beside you ,Positive
depression is not just being sad for   days  it s a serious and cruel mental illness and i hate that people throw around that word so easily,Negative
i push people away when i really just want someone to hug me and tell me it s okay ,Positive
